label,count,mean,std,min,25%,50%,75%,max
case,248769.0,1.4514317822691132,0.7178607919017651,-2.131777300179252,0.967673385971867,1.4517759987607206,1.9379239025380728,4.7476764597432926
control,248767.0,0.3872018865540475,0.7162780624246124,-2.795246228927961,-0.09738325692261132,0.38657795756924,0.8700240340919403,3.7646955296426254
